File,Line,Index,Context
C389cole_des_Mines_de_Douai.html,1304,71,"Lille_University_of_Science_and_Technology"" tit"
C389cole_des_Mines_de_Douai.html,1304,122,"Lille University of Science and Technology"">Cam"
C389cole_des_Mines_de_Douai.html,1311,25,SC (Laboratoire des sciences de la communicatio
C389cole_des_Mines_de_Douai.html,1331,10,"Political Science<br /></th>
"
C389cole_des_Mines_de_Douai.html,1335,170,olitiques de Lille (Sciences Po Lille)</a></li>
C389cole_des_Mines_de_Douai.html,1348,19,"<li>Laboratoire de sciences sociales, sport, i"
Lee_Henderson_Watkins.html,100,1186,"died the history of science, the history of tec"
Crabeating_frog.html,128,423,"f=""/wiki/Zoological_Science"" title=""Zoological "
Crabeating_frog.html,128,450,""" title=""Zoological Science"">Zoological Science"
Crabeating_frog.html,128,470,"Science"">Zoological Science</a></i>. <b>12</b> "
Crabeating_frog.html,128,1191,t.jtitle=Zoological+Science&amp;rft.pages=623-6
Imperial_amazon.html,201,418,aribbean Journal of Science</i>. <b>44</b> (2):
Imperial_amazon.html,201,929,aribbean+Journal+of+Science&amp;rft.pages=215-2
North_Coast_(RTA_Rapid_Transit_station).html,169,31,"=""/wiki/Great_Lakes_Science_Center"" title=""Grea"
North_Coast_(RTA_Rapid_Transit_station).html,169,66," title=""Great Lakes Science Center"">Great Lakes"
North_Coast_(RTA_Rapid_Transit_station).html,169,94,"Center"">Great Lakes Science Center</a></li>
"
